Participant,Vessel Flag,Vessel Name,Registration,Call Sign,IMO Number,Type of Vessel,Gross Tonnage,Gross Registered Tonnage,Fishing Methods,Status,Authorised Start Date,Authorised End Date
"Australia","AUS","ATLAS COVE","O511","VHJT",9171008,"09.0.0 Multipurpose Vessels",,1772.00,"09.4.0 LLD  , 03.2.9 TM   , 03.1.9 TB   ","Authorised  ",1/01/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Australia","AUS","CORINTHIAN BAY","O510","VJN4779",9188960,"07.2.0 Liners - Longliners",,1155.00,"09.4.0 LLD  ","Authorised  ",1/01/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Australia","AUS","DIANA","O588","VJT6259",8692548,"07.2.0 Liners - Longliners",,155.00,"09.3.0 LLS  ","Authorised  ",1/01/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Australia","AUS","ISLA EDEN","VJN4147","VJN4147",9111694,"07.2.0 Liners - Longliners",1362.00,1362.00,"09.4.0 LLD  ","Authorised  ",1/01/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Australia","AUS","OCEAN EXPLORER","FWFP","VMQ8729",,"07.2.0 Liners - Longliners",,85.00,"09.3.0 LLS  ","Authorised  ",1/01/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Australia","AUS","PETUNA ENDEAVOUR","SB3","VM4869",7817581,"07.2.0 Liners - Longliners",,200.00,"09.3.0 LLS  ","Authorised  ",1/01/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Australia","AUS","SAXON ONWARD","A182","VJT5748",5314987,"01.2.0 Trawlers - Stern Trawlers",209.00,220.00,"03.1.2 OTB  , 03.2.1 OTM  , 08.9.0 FIX  ","Authorised  ",1/01/2016 12:00:00 a.m.,31/12/2016 11:59:59 p.m.
"Chile","CHL","AGUILA REAL","2364","cb2849",,"02.1.0 Seiners - Purse Seiners",249.75,,"02.9.0 SX   ","Authorised  ",8/08/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","ALBIMER","2684","cb4139",8903741,"02.1.0 Seiners - Purse Seiners",583.16,,"02.9.0 SX   ","Authorised  ",9/04/2009 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","ALCANTARA","2878","cb3834",,"02.1.0 Seiners - Purse Seiners",579.00,,"02.9.0 SX   ","Authorised  ",2/05/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","ALCONES","2580","cb3854",5390022,"02.1.0 Seiners - Purse Seiners",564.20,,"02.9.0 SX   ","Authorised  ",22/07/2009 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","ALERCE","2261","cb2121",7112254,"02.1.0 Seiners - Purse Seiners",,243.61,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","ANGAMOS 1","2484","cb3290",,"02.1.0 Seiners - Purse Seiners",267.04,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","ANGAMOS 2","2486","cb3291",,"02.1.0 Seiners - Purse Seiners",267.04,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","ANGAMOS 3","2739","cb3010",,"02.1.0 Seiners - Purse Seiners",315.46,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","ANGAMOS 4","2633","cb3696",8965749,"02.1.0 Seiners - Purse Seiners",265.00,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","ANGAMOS 9","2716","cb4591",8965775,"02.1.0 Seiners - Purse Seiners",290.00,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","ANTARCTIC BAY","3165","cb9738",9092240,"07.2.0 Liners - Longliners",985.00,,"09.5.0 LL   ","Authorised  ",11/06/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","ARAUCO I","2621","cb4071",5229936,"02.1.0 Seiners - Purse Seiners",802.87,,"02.9.0 SX   ","Authorised  ",1/01/2013 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","AREQUIPA IV","2321","cb2307",7129295,"02.1.0 Seiners - Purse Seiners",,268.76,"02.9.0 SX   ","Authorised  ",1/01/2013 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","AREQUIPA VII","2322","cb2308",7031802,"02.1.0 Seiners - Purse Seiners",229.00,,"02.9.0 SX   ","Authorised  ",7/05/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","ATACAMA IV","2607","cb3991",9007697,"02.1.0 Seiners - Purse Seiners",322.00,,"02.9.0 SX   ","Authorised  ",28/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","ATACAMA V","2821","cb5352",9073634,"02.1.0 Seiners - Purse Seiners",440.00,,"02.9.0 SX   ","Authorised  ",26/09/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","AUDAZ","2526","cb2515",8700747,"02.1.0 Seiners - Purse Seiners",512.00,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","AVENTURERO","2470","cb3232",8611403,"02.1.0 Seiners - Purse Seiners",512.00,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","BANDURRIA","2306","CB2273",7008506,"02.1.0 Seiners - Purse Seiners",287.00,,"02.9.0 SX   ","Authorised  ",1/01/2013 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","BARRACUDA IV","2594","cb4034",8803317,"02.1.0 Seiners - Purse Seiners",500.15,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","BETANZOS","2351","cbtz",7310923,"01.2.0 Trawlers - Stern Trawlers",1438.00,,"03.1.9 TB   ","Authorised  ",20/04/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","BIO BIO","2196","cb3498",8966028,"02.1.0 Seiners - Purse Seiners",,208.96,"02.9.0 SX   ","Authorised  ",8/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","BIOMAR III","2692","cb4529",7311745,"01.2.0 Trawlers - Stern Trawlers",623.00,,"03.1.9 TB   ","Authorised  ",23/05/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","BIOMAR IV","2846","cb5301",7525188,"02.1.0 Seiners - Purse Seiners",1037.00,,"02.9.0 SX   ","Authorised  ",23/05/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","BLANQUILLO","2623","cb4235",8803343,"02.1.0 Seiners - Purse Seiners",500.15,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","BONN","2827","cb5330",7715496,"02.1.0 Seiners - Purse Seiners",945.00,,"02.9.0 SX   ","Authorised  ",14/06/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","BRONCO","2856","cb5554",9124445,"02.1.0 Seiners - Purse Seiners",886.00,,"02.9.0 SX   ","Authorised  ",1/01/2013 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","BUCANERO I","2920","cb5903",9148489,"02.1.0 Seiners - Purse Seiners",1533.00,,"02.9.0 SX   ","Authorised  ",9/01/2014 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","CABO DE HORNOS","3102","cb7960",7404372,"01.2.0 Trawlers - Stern Trawlers",2140.00,,"03.1.9 TB   ","Authorised  ",5/12/2015 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","CAMINA","2399","cb2913",,"02.1.0 Seiners - Purse Seiners",301.00,,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","CAROLINA III","2791","cb5222",9052563,"02.1.0 Seiners - Purse Seiners",728.00,,"02.9.0 SX   ","Authorised  ",19/12/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","CAZADOR","3141","cb8503",9151046,"02.1.0 Seiners - Purse Seiners",1910.00,,"02.9.0 SX   ","Authorised  ",14/06/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","CHIVILINGO I","2805","cb5129",9073206,"02.1.0 Seiners - Purse Seiners",762.00,,"02.9.0 SX   ","Authorised  ",3/10/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","CHRISTINAS","1787","cb4204",,"07.2.0 Liners - Longliners",,48.22,"09.5.0 LL   ","Authorised  ",9/11/2015 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","CISNE BLANCO","2615","cb4108",7387392,"07.2.0 Liners - Longliners",536.85,,"09.5.0 LL   ","Authorised  ",28/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","CISNE VERDE","2616","cb4109",7387366,"07.2.0 Liners - Longliners",531.38,,"09.5.0 LL   ","Authorised  ",27/09/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","CLAUDIA ALEJANDRA","2555","cb3699",8700735,"02.1.0 Seiners - Purse Seiners",437.00,,"02.9.0 SX   ","Authorised  ",28/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","COBRA","2922","cb6027",9160695,"02.1.0 Seiners - Purse Seiners",1315.00,,"02.9.0 SX   ","Authorised  ",1/01/2013 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","COCHA","1826","cb3495",,"01.2.0 Trawlers - Stern Trawlers",,86.00,"03.1.9 TB   ","Authorised  ",28/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","COLCHANE","2707","cb4405",8915500,"02.1.0 Seiners - Purse Seiners",545.11,,"02.9.0 SX   ","Authorised  ",8/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","COLLEN","2258","cb2685",,"02.1.0 Seiners - Purse Seiners",,315.63,"02.9.0 SX   ","Authorised  ",3/10/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","CORAL I","2774","cb4941",9044982,"02.1.0 Seiners - Purse Seiners",781.00,,"02.9.0 SX   ","Authorised  ",20/09/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","CORMORAN","2270","cb2157",,"02.1.0 Seiners - Purse Seiners",243.00,,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","CORPESCA 2","3275","CA3503",,"02.1.0 Seiners - Purse Seiners",536.00,,"02.9.0 SX   ","Authorised  ",20/01/2012 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","CORPESCA I","3010","cb6707",9173628,"02.1.0 Seiners - Purse Seiners",333.00,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","CORSARIO I","2910","cb5902",9148477,"02.1.0 Seiners - Purse Seiners",1533.00,,"02.9.0 SX   ","Authorised  ",9/01/2014 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","COSTA GRANDE 1","2688","cb4359",9007740,"02.1.0 Seiners - Purse Seiners",348.00,,"02.9.0 SX   ","Authorised  ",28/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","COSTA GRANDE 2","2272","cb3136",,"02.1.0 Seiners - Purse Seiners",,241.37,"02.9.0 SX   ","Authorised  ",3/10/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","COSTA GRANDE 3","2505","cb2633",,"02.1.0 Seiners - Purse Seiners",232.43,,"02.9.0 SX   ","Authorised  ",26/09/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","COSTA GRANDE 4","2506","cb3039",,"02.1.0 Seiners - Purse Seiners",232.43,,"02.9.0 SX   ","Authorised  ",26/09/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","DIEGO RAMIREZ","3146","cb9258",7336460,"01.2.0 Trawlers - Stern Trawlers",1758.00,,"03.1.9 TB   ","Authorised  ",5/12/2015 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","DON ALFONSO","3217","cbds",9169251,"02.1.0 Seiners - Purse Seiners",1920.00,,"02.9.0 SX   ","Authorised  ",1/01/2013 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","DON ANTONIO","2388","cb2312",8965804,"02.1.0 Seiners - Purse Seiners",267.57,,"02.9.0 SX   ","Authorised  ",8/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","DON BORIS","2902","cb5968",9145504,"02.1.0 Seiners - Purse Seiners",1174.00,,"02.9.0 SX   ","Authorised  ",20/09/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","DON EDMUNDO","2117","cb3384",8965933,"02.1.0 Seiners - Purse Seiners",,194.06,"02.9.0 SX   ","Authorised  ",8/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","DON EDMUNDO","2930","cb5797",9160918,"02.1.0 Seiners - Purse Seiners",1446.00,,"02.9.0 SX   ","Authorised  ",1/01/2013 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","DON ERNESTO AYALA MARFIL","2481","cb3482",,"02.1.0 Seiners - Purse Seiners",324.21,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","DON GINO","2897","cb5976",9145487,"02.1.0 Seiners - Purse Seiners",332.00,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","DON JULIO","2870","cbdj",9114335,"02.1.0 Seiners - Purse Seiners",1397.00,,"02.9.0 SX   ","Authorised  ",1/01/2012 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","DON MANUEL","2900","cb5989",9141560,"02.1.0 Seiners - Purse Seiners",1315.00,,"02.9.0 SX   ","Authorised  ",20/09/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","DON PETER","1987","cb3240",,"02.1.0 Seiners - Purse Seiners",,81.92,"02.9.0 SX   ","Authorised  ",20/08/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","DON TELESFORO","2742","cb4744",9031337,"02.1.0 Seiners - Purse Seiners",822.00,,"02.9.0 SX   ","Authorised  ",1/01/2012 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","DON TITO","2854","cb5527",9105827,"02.1.0 Seiners - Purse Seiners",800.00,,"02.9.0 SX   ","Authorised  ",20/09/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","DUQUECO","2819","cb5274",9083809,"02.1.0 Seiners - Purse Seiners",886.00,,"02.9.0 SX   ","Authorised  ",9/01/2014 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","ELENA'S","1788","cb4203",,"07.2.0 Liners - Longliners",,48.22,"09.5.0 LL   ","Authorised  ",30/08/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","EPERVA 44","2169","cb3537",8965971,"02.1.0 Seiners - Purse Seiners",,194.06,"02.9.0 SX   ","Authorised  ",20/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","EPERVA 46","2207","cb3539",8965983,"02.1.0 Seiners - Purse Seiners",184.00,,"02.9.0 SX   ","Authorised  ",27/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","EPERVA 48","2235","cb2208",8966030,"02.1.0 Seiners - Purse Seiners",,206.11,"02.9.0 SX   ","Authorised  ",8/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","EPERVA 49","2236","cb3542",7212030,"02.1.0 Seiners - Purse Seiners",,225.66,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","EPERVA 50","2253","cb2118",7207176,"02.1.0 Seiners - Purse Seiners",,220.82,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","EPERVA 51","2254","cb2119",7117577,"02.1.0 Seiners - Purse Seiners",,290.00,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","EPERVA 52","2293","cb3419",8965969,"02.1.0 Seiners - Purse Seiners",,175.28,"02.9.0 SX   ","Authorised  ",20/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","EPERVA 56","2401","cb2543",,"02.1.0 Seiners - Purse Seiners",216.20,,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","EPERVA 57","2422","cb2544",,"02.1.0 Seiners - Purse Seiners",235.48,,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","EPERVA 58","2437","cb2868",8965684,"02.1.0 Seiners - Purse Seiners",201.56,,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","EPERVA 60","2563","cb3788",8965725,"02.1.0 Seiners - Purse Seiners",201.56,,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","EPERVA 61","2604","cb3970",8965751,"02.1.0 Seiners - Purse Seiners",270.00,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","EPERVA 62","2632","cb3971",8965763,"02.1.0 Seiners - Purse Seiners",270.00,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","EPERVA 63","2705","cb4587",8845638,"02.1.0 Seiners - Purse Seiners",480.00,,"02.9.0 SX   ","Authorised  ",8/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","EPERVA 64","2798","cb5250",9101091,"02.1.0 Seiners - Purse Seiners",480.00,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","EPERVA 65","2874","cb5697",9111307,"02.1.0 Seiners - Purse Seiners",328.00,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","EPERVA 66","2935","cb5585",9161405,"02.1.0 Seiners - Purse Seiners",333.00,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","ERIKA","3228","ca2823",8505460,"02.1.0 Seiners - Purse Seiners",1666.00,,"02.9.0 SX   ","Authorised  ",1/01/2013 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","ESTURION","2409","cb2697",,"02.1.0 Seiners - Purse Seiners",231.94,,"02.9.0 SX   ","Authorised  ",28/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","FOCHE","2111","cb3496",,"01.2.0 Trawlers - Stern Trawlers",,84.09,"03.1.9 TB   ","Authorised  ",28/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","FRANCISCO","2815","cb5058",9055943,"02.1.0 Seiners - Purse Seiners",799.80,,"02.9.0 SX   ","Authorised  ",1/04/2013 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","FRIOSUR IX","2876","cb5735",8011718,"01.2.0 Trawlers - Stern Trawlers",930.00,,"03.1.9 TB   ","Authorised  ",1/01/2012 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","FRIOSUR VIII","2861","cb5643",8011720,"01.2.0 Trawlers - Stern Trawlers",930.00,,"03.1.9 TB   ","Authorised  ",7/05/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","FRIOSUR X","2965","cb4820",7913529,"01.2.0 Trawlers - Stern Trawlers",902.00,,"03.1.9 TB   ","Authorised  ",1/01/2012 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","GAVILAN","2274","cb2234",7015602,"02.1.0 Seiners - Purse Seiners",243.00,,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","GENESIS II","3181","ca2094",,"02.1.0 Seiners - Purse Seiners",378.00,,"02.9.0 SX   ","Authorised  ",30/05/2008 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","GLOBALPESCA I","3086","cb7961",9262376,"07.2.0 Liners - Longliners",878.00,,"09.5.0 LL   ","Authorised  ",19/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","GLOBALPESCA II","3110","cb8364",9262388,"07.2.0 Liners - Longliners",1197.00,,"09.5.0 LL   ","Authorised  ",19/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","GLOBALPESCA III","3222","ca2527",9247900,"07.2.0 Liners - Longliners",1100.00,,"09.5.0 LL   ","Authorised  ",4/06/2009 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","GUALLATIRE","2726","cb4475",8845755,"02.1.0 Seiners - Purse Seiners",480.00,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","GUANAYE","2363","cb2762",7931258,"02.1.0 Seiners - Purse Seiners",249.75,,"02.9.0 SX   ","Authorised  ",8/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","GUANAYE 2","2759","cb5009",9042594,"02.1.0 Seiners - Purse Seiners",626.00,,"02.9.0 SX   ","Authorised  ",1/01/2012 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","HALCON","2267","cb2152",7103629,"02.1.0 Seiners - Purse Seiners",287.00,,"02.9.0 SX   ","Authorised  ",1/01/2013 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","HUAYQUIQUE","2044","cb3393",8965878,"02.1.0 Seiners - Purse Seiners",,193.06,"02.9.0 SX   ","Authorised  ",20/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","HURACAN","2667","cb4237",8903753,"02.1.0 Seiners - Purse Seiners",463.00,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","ICALMA","2404","cb2809",7212042,"02.1.0 Seiners - Purse Seiners",226.98,,"02.9.0 SX   ","Authorised  ",20/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","INTREPIDO","2450","cb3088",8607983,"02.1.0 Seiners - Purse Seiners",512.00,,"02.9.0 SX   ","Authorised  ",20/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","ISLA ORCAS","1868","cb3387",,"01.2.0 Trawlers - Stern Trawlers",,84.09,"03.1.9 TB   ","Authorised  ",28/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","ISLA SOFIA","2636","cb4233",7222918,"07.2.0 Liners - Longliners",653.47,,"09.5.0 LL   ","Authorised  ",9/06/2009 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","ISLUGA","2206","cb3424",8965995,"02.1.0 Seiners - Purse Seiners",182.19,,"02.9.0 SX   ","Authorised  ",8/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","JAVIER","2814","cb5061",9050046,"02.1.0 Seiners - Purse Seiners",799.80,,"02.9.0 SX   ","Authorised  ",1/01/2012 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","JOSEPH M. HAMWEE","2425","cb2999",8856663,"02.1.0 Seiners - Purse Seiners",192.42,,"02.9.0 SX   ","Authorised  ",8/08/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","KINGS BAY","2830","cb5322",7705025,"02.1.0 Seiners - Purse Seiners",1197.00,,"02.9.0 SX   ","Authorised  ",9/01/2014 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","LA HUAICA","2462","cb3060",8965701,"02.1.0 Seiners - Purse Seiners",201.56,,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","LIBAS","2731","cb4698",9016947,"02.1.0 Seiners - Purse Seiners",759.00,,"02.9.0 SX   ","Authorised  ",1/01/2012 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","LICANTEN","2730","cb2527",8818441,"02.1.0 Seiners - Purse Seiners",381.00,,"02.9.0 SX   ","Authorised  ",26/09/2007 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","LIDER","2918","cb5938",9169237,"02.1.0 Seiners - Purse Seiners",1098.00,,"02.9.0 SX   ","Authorised  ",1/01/2012 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","LIGRUNN","2863","cb5632",9064968,"02.1.0 Seiners - Purse Seiners",769.00,,"02.9.0 SX   ","Authorised  ",2/12/2014 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
"Chile","CHL","LIVILCAR","2367","cb2199",,"02.1.0 Seiners - Purse Seiners",,241.37,"02.9.0 SX   ","Authorised  ",31/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","LOA 1","2276","cb2209",,"02.1.0 Seiners - Purse Seiners",,241.31,"02.9.0 SX   ","Authorised  ",26/09/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","LOA 2","2264","cb2210",,"02.1.0 Seiners - Purse Seiners",,241.37,"02.9.0 SX   ","Authorised  ",26/09/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","LOA 4","2339","cb2238",,"02.1.0 Seiners - Purse Seiners",,265.70,"02.9.0 SX   ","Authorised  ",26/09/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","LOA 5","2340","cb2239",,"02.1.0 Seiners - Purse Seiners",,266.30,"02.9.0 SX   ","Authorised  ",28/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","LOA 7","2413","cb2889",,"02.1.0 Seiners - Purse Seiners",235.48,,"02.9.0 SX   ","Authorised  ",28/07/2007 12:00:00 a.m.,31/12/2999 12:00:00 a.m.
"Chile","CHL","LONCO","2924","cbln",9165138,"02.1.0 Seiners - Purse Seiners",1315.00,,"02.9.0 SX   ","Authorised  ",1/01/2012 12:00:00 a.m.,31/12/2999 11:59:59 p.m.
